Accession,Original Taxonomy,Updated Taxonomy,Final Taxonomy,Name,Original Evaluation,Updated Evaluation,Final Classifier,ContML data
AHC70198.1,Circovirus,Circovirus,Circovirus,putative replication-associated protein,X,X,X,
AHC70202.1,Circovirus,Circovirus,Circovirus,putative replication-associated protein,X,X,X,
AHC70204.1,Circovirus,Circovirus,Circovirus,putative replication-associated protein,X,X,X,
AHC70237.1,Circovirus,Circovirus,Circovirus,putative replication-associated protein,X,X,X,
AHC70472.1,Mastrevirus,Mastrevirus,Mastrevirus,replication associated protein RepA,X,X,X,X
AHC72194.1,Nanovirus,Nanovirus,Nanovirus,master replication initiator protein,X,X,X,X
AHC72202.1,Nanovirus,Nanovirus,Nanovirus,master replication initiator protein,X,X,X,X
AHC72210.1,Nanovirus,Nanovirus,Nanovirus,master replication initiator protein,X,X,X,X
AHC72220.1,Nanovirus,Nanovirus,Nanovirus,master replication initiator protein,X,X,X,X
AHC72228.1,Nanovirus,Nanovirus,Nanovirus,master replication initiator protein (M-Rep),X,X,X,X
AHC72237.1,Nanovirus,Nanovirus,Nanovirus,master replication initiator protein (M-Rep),X,X,X,X
AHC72247.1,Nanovirus,Nanovirus,Nanovirus,master replication initiator protein,X,X,X,X
AHC72255.1,Nanovirus,Nanovirus,Nanovirus,master replication initiator protein,X,X,X,X
AHC72271.1,Nanovirus,Nanovirus,Nanovirus,master replication initiator protein,X,X,X,X
AHD25423.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
AHE80668.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AHE80672.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AHE93336.1,Circovirus,Circovirus,Circovirus,rep protein,X,X,X,
AHF47643.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47644.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47645.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47650.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47651.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47653.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47654.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47657.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47658.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47659.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47660.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47663.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47665.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47669.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47673.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47677.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47681.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47682.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47683.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47684.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47692.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47694.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47696.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47701.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47706.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47719.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47721.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47722.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47725.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47733.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47741.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47743.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47747.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47749.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47753.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47755.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47763.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47768.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47773.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47775.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47781.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47782.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47783.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47784.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47785.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47790.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF47792.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47793.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47795.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47800.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,X
AHF47805.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AHF50181.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AHF50193.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AHF50403.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AHF50408.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,X
AHF95798.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
AHG31024.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHG31030.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHG31042.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHG94952.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AHG94961.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AHH24774.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
AHH31400.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31403.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31404.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31407.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31408.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31410.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31413.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31414.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31416.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31418.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31420.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31423.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31425.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31426.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,X
AHH31429.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31430.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31432.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31435.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31436.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31440.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31443.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31444.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31446.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31449.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31450.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,X
AHH31453.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31454.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31457.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHH31458.1,Circovirus,Circovirus,Circovirus,replication-associated protein,X,X,X,
AHI17210.1,Begomovirus,Begomovirus,Begomovirus,Replication-associated protein,X,X,X,
AHI42032.2,Cyclovirus,Cyclovirus,Cyclovirus,replication-associated protein,X,X,X,X
AHI42034.2,Cyclovirus,Cyclovirus,Cyclovirus,replication-associated protein,X,X,X,X
AHI62742.1,Circovirus,Circovirus,Circovirus,replicase,X,X,X,
AHI85813.1,Circovirus,Circovirus,Circovirus,putative replication-associated protein,X,X,X,
AHI85843.1,Circovirus,Circovirus,Circovirus,putative replication-associated protein,X,X,X,
AHI85850.1,Circovirus,Circovirus,Circovirus,putative replication-associated protein,X,X,X,
AHI88605.1,Begomovirus,Begomovirus,Begomovirus,replication initiatitor protein,X,X,X,
AHJ61446.2,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
AHJ80139.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
AHK80894.1,Circovirus,Circovirus,Circovirus,replication protein,X,X,X,
AHK80897.1,Circovirus,Circovirus,Circovirus,replication protein,X,X,X,
AHL29198.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHL29204.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHL29217.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHL29223.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHL29229.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHL29235.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHL29246.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHL29252.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHL29258.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHL29264.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHL29276.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AHL43807.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
AHL69795.1,Grablovirus,Grablovirus,Grablovirus,C1 protein,X,X,X,X
AHM26187.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,X
AHM26193.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
